heart_rate,heart_rate_max,heart_rate_min,start_time,end_time
89,92,86,2021-12-03 08:30:00,2021-12-03 08:30:59
88,91,85,2021-12-03 08:31:00,2021-12-03 08:31:59
83,91,79,2021-12-03 08:32:00,2021-12-03 08:32:59
89,92,88,2021-12-03 08:33:00,2021-12-03 08:33:59
89,92,84,2021-12-03 08:34:00,2021-12-03 08:34:59
79,86,76,2021-12-03 08:35:00,2021-12-03 08:35:59
81,84,77,2021-12-03 08:36:00,2021-12-03 08:36:59
85,91,81,2021-12-03 08:37:00,2021-12-03 08:37:59
80,85,78,2021-12-03 08:38:00,2021-12-03 08:38:59
85,90,78,2021-12-03 08:39:00,2021-12-03 08:39:59
82,89,77,2021-12-03 08:40:00,2021-12-03 08:40:59
81,89,77,2021-12-03 08:41:00,2021-12-03 08:41:59
83,84,82,2021-12-03 08:42:00,2021-12-03 08:42:59
80,83,80,2021-12-03 08:43:00,2021-12-03 08:43:59
85,88,81,2021-12-03 08:44:00,2021-12-03 08:44:59
84,88,83,2021-12-03 08:45:00,2021-12-03 08:45:59
86,89,83,2021-12-03 08:46:00,2021-12-03 08:46:59
83,86,81,2021-12-03 08:47:00,2021-12-03 08:47:59
77,85,73,2021-12-03 08:48:00,2021-12-03 08:48:59
79,84,74,2021-12-03 08:49:00,2021-12-03 08:49:59
79,86,74,2021-12-03 08:50:00,2021-12-03 08:50:59
80,84,77,2021-12-03 08:51:00,2021-12-03 08:51:59
79,83,78,2021-12-03 08:52:00,2021-12-03 08:52:59
77,79,74,2021-12-03 08:53:00,2021-12-03 08:53:59
78,82,73,2021-12-03 08:54:00,2021-12-03 08:54:59
79,82,75,2021-12-03 08:55:00,2021-12-03 08:55:59
73,78,70,2021-12-03 08:56:00,2021-12-03 08:56:59
81,86,76,2021-12-03 08:57:00,2021-12-03 08:57:59
83,86,81,2021-12-03 08:58:00,2021-12-03 08:58:59
82,85,81,2021-12-03 08:59:00,2021-12-03 08:59:59
79,84,75,2021-12-03 09:00:00,2021-12-03 09:00:59
84,95,75,2021-12-03 09:01:00,2021-12-03 09:01:59
78,84,73,2021-12-03 09:02:00,2021-12-03 09:02:59
76,79,74,2021-12-03 09:03:00,2021-12-03 09:03:59
81,87,77,2021-12-03 09:04:00,2021-12-03 09:04:59
82,85,79,2021-12-03 09:05:00,2021-12-03 09:05:59
82,87,77,2021-12-03 09:06:00,2021-12-03 09:06:59
79,82,76,2021-12-03 09:07:00,2021-12-03 09:07:59
82,87,79,2021-12-03 09:08:00,2021-12-03 09:08:59
80,89,71,2021-12-03 09:09:00,2021-12-03 09:09:59
79,93,72,2021-12-03 09:10:00,2021-12-03 09:10:59
79,81,77,2021-12-03 09:11:00,2021-12-03 09:11:59
79,82,77,2021-12-03 09:12:00,2021-12-03 09:12:59
84,86,81,2021-12-03 09:13:00,2021-12-03 09:13:59
81,87,78,2021-12-03 09:14:00,2021-12-03 09:14:59
79,82,78,2021-12-03 09:15:00,2021-12-03 09:15:59
80,84,77,2021-12-03 09:16:00,2021-12-03 09:16:59
81,86,78,2021-12-03 09:17:00,2021-12-03 09:17:59
81,86,78,2021-12-03 09:18:00,2021-12-03 09:18:59
83,87,80,2021-12-03 09:19:00,2021-12-03 09:19:59
79,82,76,2021-12-03 09:20:00,2021-12-03 09:20:59
76,79,74,2021-12-03 09:21:00,2021-12-03 09:21:59
76,81,73,2021-12-03 09:22:00,2021-12-03 09:22:59
75,81,72,2021-12-03 09:23:00,2021-12-03 09:23:59
74,76,72,2021-12-03 09:24:00,2021-12-03 09:24:59
75,80,70,2021-12-03 09:25:00,2021-12-03 09:25:59
78,81,77,2021-12-03 09:26:00,2021-12-03 09:26:59
79,84,74,2021-12-03 09:27:00,2021-12-03 09:27:59
77,80,75,2021-12-03 09:28:00,2021-12-03 09:28:59
78,83,76,2021-12-03 09:29:00,2021-12-03 09:29:59
77,85,72,2021-12-03 09:30:00,2021-12-03 09:30:59
78,85,75,2021-12-03 09:31:00,2021-12-03 09:31:59
78,82,74,2021-12-03 09:32:00,2021-12-03 09:32:59
74,78,72,2021-12-03 09:33:00,2021-12-03 09:33:59
75,77,73,2021-12-03 09:34:00,2021-12-03 09:34:59
74,79,72,2021-12-03 09:35:00,2021-12-03 09:35:59
76,80,72,2021-12-03 09:36:00,2021-12-03 09:36:59
78,82,74,2021-12-03 09:37:00,2021-12-03 09:37:59
80,83,77,2021-12-03 09:38:00,2021-12-03 09:38:59
76,82,72,2021-12-03 09:39:00,2021-12-03 09:39:59
77,81,74,2021-12-03 09:40:00,2021-12-03 09:40:59
81,84,77,2021-12-03 09:41:00,2021-12-03 09:41:59
80,84,76,2021-12-03 09:42:00,2021-12-03 09:42:59
76,80,74,2021-12-03 09:43:00,2021-12-03 09:43:59
76,78,75,2021-12-03 09:44:00,2021-12-03 09:44:59
71,78,68,2021-12-03 09:45:00,2021-12-03 09:45:59
74,78,70,2021-12-03 09:46:00,2021-12-03 09:46:59
78,81,76,2021-12-03 09:47:00,2021-12-03 09:47:59
75,79,71,2021-12-03 09:48:00,2021-12-03 09:48:59
69,73,67,2021-12-03 09:49:00,2021-12-03 09:49:59
72,76,70,2021-12-03 09:50:00,2021-12-03 09:50:59
70,74,68,2021-12-03 09:51:00,2021-12-03 09:51:59
69,72,67,2021-12-03 09:52:00,2021-12-03 09:52:59
72,75,68,2021-12-03 09:53:00,2021-12-03 09:53:59
73,76,71,2021-12-03 09:54:00,2021-12-03 09:54:59
77,83,68,2021-12-03 09:55:00,2021-12-03 09:55:59
80,82,77,2021-12-03 09:56:00,2021-12-03 09:56:59
73,77,72,2021-12-03 09:57:00,2021-12-03 09:57:59
75,78,74,2021-12-03 09:58:00,2021-12-03 09:58:59
74,79,69,2021-12-03 09:59:00,2021-12-03 09:59:59
74,80,72,2021-12-03 10:00:00,2021-12-03 10:00:59
78,81,76,2021-12-03 10:01:00,2021-12-03 10:01:59
71,78,67,2021-12-03 10:02:00,2021-12-03 10:02:59
73,76,69,2021-12-03 10:03:00,2021-12-03 10:03:59
76,80,73,2021-12-03 10:04:00,2021-12-03 10:04:59
90,111,76,2021-12-03 10:05:00,2021-12-03 10:05:59
100,112,96,2021-12-03 10:06:00,2021-12-03 10:06:59
87,96,83,2021-12-03 10:07:00,2021-12-03 10:07:59
77,84,76,2021-12-03 10:08:00,2021-12-03 10:08:59
77,87,75,2021-12-03 10:09:00,2021-12-03 10:09:59
95,100,85,2021-12-03 10:10:00,2021-12-03 10:10:59
87,94,83,2021-12-03 10:11:00,2021-12-03 10:11:59
88,95,81,2021-12-03 10:12:00,2021-12-03 10:12:59
97,103,93,2021-12-03 10:13:00,2021-12-03 10:13:59
90,99,83,2021-12-03 10:14:00,2021-12-03 10:14:59
79,83,77,2021-12-03 10:15:00,2021-12-03 10:15:59
84,90,77,2021-12-03 10:16:00,2021-12-03 10:16:59
99,115,85,2021-12-03 10:17:00,2021-12-03 10:17:59
101,107,92,2021-12-03 10:18:00,2021-12-03 10:18:59
86,92,81,2021-12-03 10:19:00,2021-12-03 10:19:59
79,83,77,2021-12-03 10:20:00,2021-12-03 10:20:59
80,84,77,2021-12-03 10:21:00,2021-12-03 10:21:59
73,83,65,2021-12-03 10:22:00,2021-12-03 10:22:59
70,73,67,2021-12-03 10:23:00,2021-12-03 10:23:59
71,75,68,2021-12-03 10:24:00,2021-12-03 10:24:59
76,78,76,2021-12-03 10:25:00,2021-12-03 10:25:59
76,79,74,2021-12-03 10:26:00,2021-12-03 10:26:59
74,79,72,2021-12-03 10:27:00,2021-12-03 10:27:59
75,79,72,2021-12-03 10:28:00,2021-12-03 10:28:59
74,78,72,2021-12-03 10:29:00,2021-12-03 10:29:59
74,76,72,2021-12-03 10:30:00,2021-12-03 10:30:59
77,79,75,2021-12-03 10:31:00,2021-12-03 10:31:59
78,80,76,2021-12-03 10:32:00,2021-12-03 10:32:59
79,84,77,2021-12-03 10:33:00,2021-12-03 10:33:59
93,102,82,2021-12-03 10:34:00,2021-12-03 10:34:59
100,117,90,2021-12-03 10:35:00,2021-12-03 10:35:59
112,120,99,2021-12-03 10:36:00,2021-12-03 10:36:59
90,98,82,2021-12-03 10:37:00,2021-12-03 10:37:59
79,82,77,2021-12-03 10:38:00,2021-12-03 10:38:59
80,83,78,2021-12-03 10:39:00,2021-12-03 10:39:59
83,84,82,2021-12-03 10:40:00,2021-12-03 10:40:59
82,85,79,2021-12-03 10:41:00,2021-12-03 10:41:59
76,81,73,2021-12-03 10:42:00,2021-12-03 10:42:59
77,80,75,2021-12-03 10:43:00,2021-12-03 10:43:59
80,83,78,2021-12-03 10:44:00,2021-12-03 10:44:59
84,93,79,2021-12-03 10:45:00,2021-12-03 10:45:59
88,94,84,2021-12-03 10:46:00,2021-12-03 10:46:59
96,104,89,2021-12-03 10:47:00,2021-12-03 10:47:59
89,95,86,2021-12-03 10:48:00,2021-12-03 10:48:59
89,92,83,2021-12-03 10:49:00,2021-12-03 10:49:59
92,96,87,2021-12-03 10:50:00,2021-12-03 10:50:59
89,97,81,2021-12-03 10:51:00,2021-12-03 10:51:59
78,78,78,2021-12-03 10:52:00,2021-12-03 10:52:59
81,88,76,2021-12-03 10:53:00,2021-12-03 10:53:59
84,89,81,2021-12-03 10:54:00,2021-12-03 10:54:59
92,99,86,2021-12-03 10:55:00,2021-12-03 10:55:59
87,90,85,2021-12-03 10:56:00,2021-12-03 10:56:59
90,95,86,2021-12-03 10:57:00,2021-12-03 10:57:59
85,90,81,2021-12-03 10:58:00,2021-12-03 10:58:59
82,86,80,2021-12-03 10:59:00,2021-12-03 10:59:59
79,81,77,2021-12-03 11:00:00,2021-12-03 11:00:59
75,78,73,2021-12-03 11:01:00,2021-12-03 11:01:59
78,81,75,2021-12-03 11:02:00,2021-12-03 11:02:59
79,83,76,2021-12-03 11:03:00,2021-12-03 11:03:59
82,86,80,2021-12-03 11:04:00,2021-12-03 11:04:59
84,88,81,2021-12-03 11:05:00,2021-12-03 11:05:59
81,85,78,2021-12-03 11:06:00,2021-12-03 11:06:59
84,87,82,2021-12-03 11:07:00,2021-12-03 11:07:59
84,92,79,2021-12-03 11:08:00,2021-12-03 11:08:59
81,88,78,2021-12-03 11:09:00,2021-12-03 11:09:59
82,85,80,2021-12-03 11:10:00,2021-12-03 11:10:59
84,88,80,2021-12-03 11:11:00,2021-12-03 11:11:59
87,90,83,2021-12-03 11:12:00,2021-12-03 11:12:59
85,90,83,2021-12-03 11:13:00,2021-12-03 11:13:59
90,91,88,2021-12-03 11:14:00,2021-12-03 11:14:59
84,86,83,2021-12-03 11:15:00,2021-12-03 11:15:59
87,91,86,2021-12-03 11:16:00,2021-12-03 11:16:59
87,93,84,2021-12-03 11:17:00,2021-12-03 11:17:59
81,86,78,2021-12-03 11:18:00,2021-12-03 11:18:59
88,91,85,2021-12-03 11:19:00,2021-12-03 11:19:59
90,93,88,2021-12-03 11:20:00,2021-12-03 11:20:59
92,97,87,2021-12-03 11:21:00,2021-12-03 11:21:59
87,91,85,2021-12-03 11:22:00,2021-12-03 11:22:59
90,92,88,2021-12-03 11:23:00,2021-12-03 11:23:59
85,89,80,2021-12-03 11:24:00,2021-12-03 11:24:59
84,86,84,2021-12-03 11:25:00,2021-12-03 11:25:59
85,88,83,2021-12-03 11:26:00,2021-12-03 11:26:59
88,95,85,2021-12-03 11:27:00,2021-12-03 11:27:59
88,94,87,2021-12-03 11:28:00,2021-12-03 11:28:59
85,90,83,2021-12-03 11:29:00,2021-12-03 11:29:59
85,89,82,2021-12-03 11:30:00,2021-12-03 11:30:59
88,92,87,2021-12-03 11:31:00,2021-12-03 11:31:59
92,96,90,2021-12-03 11:32:00,2021-12-03 11:32:59
86,90,84,2021-12-03 11:33:00,2021-12-03 11:33:59
87,90,85,2021-12-03 11:34:00,2021-12-03 11:34:59
90,96,88,2021-12-03 11:35:00,2021-12-03 11:35:59
89,93,84,2021-12-03 11:36:00,2021-12-03 11:36:59
81,85,77,2021-12-03 11:37:00,2021-12-03 11:37:59
79,82,78,2021-12-03 11:38:00,2021-12-03 11:38:59
78,81,76,2021-12-03 11:39:00,2021-12-03 11:39:59
86,91,81,2021-12-03 11:40:00,2021-12-03 11:40:59
83,88,81,2021-12-03 11:41:00,2021-12-03 11:41:59
82,85,80,2021-12-03 11:42:00,2021-12-03 11:42:59
89,93,84,2021-12-03 11:43:00,2021-12-03 11:43:59
99,104,94,2021-12-03 11:44:00,2021-12-03 11:44:59
95,100,91,2021-12-03 11:45:00,2021-12-03 11:45:59
94,96,92,2021-12-03 11:46:00,2021-12-03 11:46:59
88,93,86,2021-12-03 11:47:00,2021-12-03 11:47:59
86,90,84,2021-12-03 11:48:00,2021-12-03 11:48:59
85,89,83,2021-12-03 11:49:00,2021-12-03 11:49:59
86,88,84,2021-12-03 11:50:00,2021-12-03 11:50:59
89,93,87,2021-12-03 11:51:00,2021-12-03 11:51:59
89,92,88,2021-12-03 11:52:00,2021-12-03 11:52:59
95,103,91,2021-12-03 11:53:00,2021-12-03 11:53:59
101,104,98,2021-12-03 11:54:00,2021-12-03 11:54:59
102,116,94,2021-12-03 11:55:00,2021-12-03 11:55:59
119,125,114,2021-12-03 11:56:00,2021-12-03 11:56:59
131,133,130,2021-12-03 11:57:00,2021-12-03 11:57:59
133,138,129,2021-12-03 11:58:00,2021-12-03 11:58:59
132,138,126,2021-12-03 11:59:00,2021-12-03 11:59:59
117,126,108,2021-12-03 12:00:00,2021-12-03 12:00:59
100,108,94,2021-12-03 12:01:00,2021-12-03 12:01:59
89,94,88,2021-12-03 12:02:00,2021-12-03 12:02:59
90,92,87,2021-12-03 12:03:00,2021-12-03 12:03:59
89,92,86,2021-12-03 12:04:00,2021-12-03 12:04:59
88,91,85,2021-12-03 12:05:00,2021-12-03 12:05:59
83,93,78,2021-12-03 12:06:00,2021-12-03 12:06:59
90,94,87,2021-12-03 12:07:00,2021-12-03 12:07:59
95,101,91,2021-12-03 12:08:00,2021-12-03 12:08:59
93,99,89,2021-12-03 12:09:00,2021-12-03 12:09:59
90,95,86,2021-12-03 12:10:00,2021-12-03 12:10:59
88,88,88,2021-12-03 12:11:00,2021-12-03 12:11:59
86,94,83,2021-12-03 12:12:00,2021-12-03 12:12:59
88,91,86,2021-12-03 12:13:00,2021-12-03 12:13:59
86,90,84,2021-12-03 12:14:00,2021-12-03 12:14:59
91,94,88,2021-12-03 12:15:00,2021-12-03 12:15:59
86,91,84,2021-12-03 12:16:00,2021-12-03 12:16:59
89,91,87,2021-12-03 12:17:00,2021-12-03 12:17:59
86,90,84,2021-12-03 12:18:00,2021-12-03 12:18:59
90,95,86,2021-12-03 12:19:00,2021-12-03 12:19:59
87,89,85,2021-12-03 12:20:00,2021-12-03 12:20:59
86,89,84,2021-12-03 12:21:00,2021-12-03 12:21:59
89,93,85,2021-12-03 12:22:00,2021-12-03 12:22:59
89,92,86,2021-12-03 12:23:00,2021-12-03 12:23:59
85,89,83,2021-12-03 12:24:00,2021-12-03 12:24:59
87,90,84,2021-12-03 12:25:00,2021-12-03 12:25:59
87,90,82,2021-12-03 12:26:00,2021-12-03 12:26:59
80,84,77,2021-12-03 12:27:00,2021-12-03 12:27:59
86,91,81,2021-12-03 12:28:00,2021-12-03 12:28:59
86,89,84,2021-12-03 12:29:00,2021-12-03 12:29:59
82,87,79,2021-12-03 12:30:00,2021-12-03 12:30:59
82,87,80,2021-12-03 12:31:00,2021-12-03 12:31:59
86,88,85,2021-12-03 12:32:00,2021-12-03 12:32:59
87,91,85,2021-12-03 12:33:00,2021-12-03 12:33:59
84,88,82,2021-12-03 12:34:00,2021-12-03 12:34:59
83,87,79,2021-12-03 12:35:00,2021-12-03 12:35:59
83,87,80,2021-12-03 12:36:00,2021-12-03 12:36:59
84,86,82,2021-12-03 12:37:00,2021-12-03 12:37:59
86,88,85,2021-12-03 12:38:00,2021-12-03 12:38:59
91,98,87,2021-12-03 12:39:00,2021-12-03 12:39:59
92,97,86,2021-12-03 12:40:00,2021-12-03 12:40:59
88,90,87,2021-12-03 12:41:00,2021-12-03 12:41:59
86,88,84,2021-12-03 12:42:00,2021-12-03 12:42:59
81,84,78,2021-12-03 12:43:00,2021-12-03 12:43:59
78,81,76,2021-12-03 12:44:00,2021-12-03 12:44:59
79,81,78,2021-12-03 12:45:00,2021-12-03 12:45:59
73,80,71,2021-12-03 12:46:00,2021-12-03 12:46:59
72,77,69,2021-12-03 12:47:00,2021-12-03 12:47:59
81,83,77,2021-12-03 12:48:00,2021-12-03 12:48:59
82,85,79,2021-12-03 12:49:00,2021-12-03 12:49:59
81,86,76,2021-12-03 12:50:00,2021-12-03 12:50:59
73,76,71,2021-12-03 12:51:00,2021-12-03 12:51:59
76,81,73,2021-12-03 12:52:00,2021-12-03 12:52:59
81,85,77,2021-12-03 12:53:00,2021-12-03 12:53:59
82,85,81,2021-12-03 12:54:00,2021-12-03 12:54:59
82,84,78,2021-12-03 12:55:00,2021-12-03 12:55:59
83,85,82,2021-12-03 12:56:00,2021-12-03 12:56:59
78,82,77,2021-12-03 12:57:00,2021-12-03 12:57:59
82,86,78,2021-12-03 12:58:00,2021-12-03 12:58:59
83,85,80,2021-12-03 12:59:00,2021-12-03 12:59:59
88,93,85,2021-12-03 13:00:00,2021-12-03 13:00:59
83,87,78,2021-12-03 13:01:00,2021-12-03 13:01:59
77,81,73,2021-12-03 13:02:00,2021-12-03 13:02:59
73,76,71,2021-12-03 13:03:00,2021-12-03 13:03:59
75,80,73,2021-12-03 13:04:00,2021-12-03 13:04:59
76,80,73,2021-12-03 13:05:00,2021-12-03 13:05:59
76,80,73,2021-12-03 13:06:00,2021-12-03 13:06:59
75,79,73,2021-12-03 13:07:00,2021-12-03 13:07:59
74,79,72,2021-12-03 13:08:00,2021-12-03 13:08:59
75,79,73,2021-12-03 13:09:00,2021-12-03 13:09:59
77,78,77,2021-12-03 13:10:00,2021-12-03 13:10:59
77,82,71,2021-12-03 13:11:00,2021-12-03 13:11:59
72,74,70,2021-12-03 13:12:00,2021-12-03 13:12:59
77,84,72,2021-12-03 13:13:00,2021-12-03 13:13:59
85,90,81,2021-12-03 13:14:00,2021-12-03 13:14:59
79,84,77,2021-12-03 13:15:00,2021-12-03 13:15:59
78,81,75,2021-12-03 13:16:00,2021-12-03 13:16:59
73,76,72,2021-12-03 13:17:00,2021-12-03 13:17:59
78,83,76,2021-12-03 13:18:00,2021-12-03 13:18:59
81,83,80,2021-12-03 13:19:00,2021-12-03 13:19:59
80,82,78,2021-12-03 13:20:00,2021-12-03 13:20:59
78,80,76,2021-12-03 13:21:00,2021-12-03 13:21:59
79,82,78,2021-12-03 13:22:00,2021-12-03 13:22:59
80,86,77,2021-12-03 13:23:00,2021-12-03 13:23:59
80,85,79,2021-12-03 13:24:00,2021-12-03 13:24:59
79,83,77,2021-12-03 13:25:00,2021-12-03 13:25:59
80,83,78,2021-12-03 13:26:00,2021-12-03 13:26:59
79,84,76,2021-12-03 13:27:00,2021-12-03 13:27:59
79,81,77,2021-12-03 13:28:00,2021-12-03 13:28:59
77,80,75,2021-12-03 13:29:00,2021-12-03 13:29:59
81,84,79,2021-12-03 13:30:00,2021-12-03 13:30:59
81,86,79,2021-12-03 13:31:00,2021-12-03 13:31:59
89,89,89,2021-12-03 13:32:00,2021-12-03 13:32:59
84,89,76,2021-12-03 13:33:00,2021-12-03 13:33:59
80,86,75,2021-12-03 13:34:00,2021-12-03 13:34:59
82,89,79,2021-12-03 13:35:00,2021-12-03 13:35:59
88,91,83,2021-12-03 13:36:00,2021-12-03 13:36:59
86,92,80,2021-12-03 13:37:00,2021-12-03 13:37:59
83,89,78,2021-12-03 13:38:00,2021-12-03 13:38:59
90,95,87,2021-12-03 13:39:00,2021-12-03 13:39:59
84,91,80,2021-12-03 13:40:00,2021-12-03 13:40:59
87,94,79,2021-12-03 13:41:00,2021-12-03 13:41:59
84,86,84,2021-12-03 13:42:00,2021-12-03 13:42:59
87,91,83,2021-12-03 13:43:00,2021-12-03 13:43:59
81,89,76,2021-12-03 13:44:00,2021-12-03 13:44:59
83,85,81,2021-12-03 13:45:00,2021-12-03 13:45:59
79,80,79,2021-12-03 13:46:00,2021-12-03 13:46:59
79,81,78,2021-12-03 13:47:00,2021-12-03 13:47:59
77,80,76,2021-12-03 13:48:00,2021-12-03 13:48:59
83,88,77,2021-12-03 13:49:00,2021-12-03 13:49:59
84,89,83,2021-12-03 13:50:00,2021-12-03 13:50:59
82,84,81,2021-12-03 13:51:00,2021-12-03 13:51:59
82,87,79,2021-12-03 13:52:00,2021-12-03 13:52:59
74,76,73,2021-12-03 13:53:00,2021-12-03 13:53:59
78,80,77,2021-12-03 13:54:00,2021-12-03 13:54:59
78,85,74,2021-12-03 13:55:00,2021-12-03 13:55:59
84,87,80,2021-12-03 13:56:00,2021-12-03 13:56:59
85,89,81,2021-12-03 13:57:00,2021-12-03 13:57:59
81,85,78,2021-12-03 13:58:00,2021-12-03 13:58:59
80,83,78,2021-12-03 13:59:00,2021-12-03 13:59:59
81,84,78,2021-12-03 14:00:00,2021-12-03 14:00:59
83,87,79,2021-12-03 14:01:00,2021-12-03 14:01:59
83,86,82,2021-12-03 14:02:00,2021-12-03 14:02:59
84,86,82,2021-12-03 14:03:00,2021-12-03 14:03:59
82,84,81,2021-12-03 14:04:00,2021-12-03 14:04:59
80,83,79,2021-12-03 14:05:00,2021-12-03 14:05:59
82,87,80,2021-12-03 14:06:00,2021-12-03 14:06:59
84,87,81,2021-12-03 14:07:00,2021-12-03 14:07:59
80,84,77,2021-12-03 14:08:00,2021-12-03 14:08:59
79,82,78,2021-12-03 14:09:00,2021-12-03 14:09:59
78,82,76,2021-12-03 14:10:00,2021-12-03 14:10:59
80,86,78,2021-12-03 14:11:00,2021-12-03 14:11:59
80,83,78,2021-12-03 14:12:00,2021-12-03 14:12:59
82,85,80,2021-12-03 14:13:00,2021-12-03 14:13:59
79,82,78,2021-12-03 14:14:00,2021-12-03 14:14:59
78,80,78,2021-12-03 14:15:00,2021-12-03 14:15:59
79,82,77,2021-12-03 14:16:00,2021-12-03 14:16:59
79,83,77,2021-12-03 14:17:00,2021-12-03 14:17:59
82,86,80,2021-12-03 14:18:00,2021-12-03 14:18:59
82,87,79,2021-12-03 14:19:00,2021-12-03 14:19:59
82,85,78,2021-12-03 14:20:00,2021-12-03 14:20:59
78,83,74,2021-12-03 14:21:00,2021-12-03 14:21:59
72,77,70,2021-12-03 14:22:00,2021-12-03 14:22:59
75,77,71,2021-12-03 14:23:00,2021-12-03 14:23:59
73,78,69,2021-12-03 14:24:00,2021-12-03 14:24:59
79,83,76,2021-12-03 14:25:00,2021-12-03 14:25:59
79,82,78,2021-12-03 14:26:00,2021-12-03 14:26:59
82,88,77,2021-12-03 14:27:00,2021-12-03 14:27:59
82,90,76,2021-12-03 14:28:00,2021-12-03 14:28:59
82,89,78,2021-12-03 14:29:00,2021-12-03 14:29:59
82,84,80,2021-12-03 14:30:00,2021-12-03 14:30:59
83,87,81,2021-12-03 14:31:00,2021-12-03 14:31:59
82,88,79,2021-12-03 14:32:00,2021-12-03 14:32:59
85,91,82,2021-12-03 14:33:00,2021-12-03 14:33:59
83,89,79,2021-12-03 14:34:00,2021-12-03 14:34:59
77,83,75,2021-12-03 14:35:00,2021-12-03 14:35:59
76,79,75,2021-12-03 14:36:00,2021-12-03 14:36:59
81,85,77,2021-12-03 14:37:00,2021-12-03 14:37:59
85,94,78,2021-12-03 14:38:00,2021-12-03 14:38:59
95,99,91,2021-12-03 14:39:00,2021-12-03 14:39:59
99,105,91,2021-12-03 14:40:00,2021-12-03 14:40:59
93,100,84,2021-12-03 14:41:00,2021-12-03 14:41:59
82,85,82,2021-12-03 14:42:00,2021-12-03 14:42:59
82,87,77,2021-12-03 14:43:00,2021-12-03 14:43:59
90,94,86,2021-12-03 14:44:00,2021-12-03 14:44:59
83,88,80,2021-12-03 14:45:00,2021-12-03 14:45:59
86,101,79,2021-12-03 14:46:00,2021-12-03 14:46:59
89,98,84,2021-12-03 14:47:00,2021-12-03 14:47:59
85,89,83,2021-12-03 14:48:00,2021-12-03 14:48:59
92,100,84,2021-12-03 14:49:00,2021-12-03 14:49:59
86,96,80,2021-12-03 14:50:00,2021-12-03 14:50:59
80,84,77,2021-12-03 14:51:00,2021-12-03 14:51:59
79,83,75,2021-12-03 14:52:00,2021-12-03 14:52:59
74,77,73,2021-12-03 14:53:00,2021-12-03 14:53:59
89,98,78,2021-12-03 14:54:00,2021-12-03 14:54:59
