heart_rate,heart_rate_max,heart_rate_min,start_time,end_time
111,114,108,2021-12-03 22:13:00,2021-12-03 22:13:59
107,115,103,2021-12-03 22:14:00,2021-12-03 22:14:59
113,118,108,2021-12-03 22:15:00,2021-12-03 22:15:59
109,120,104,2021-12-03 22:16:00,2021-12-03 22:16:59
105,109,98,2021-12-03 22:17:00,2021-12-03 22:17:59
102,107,97,2021-12-03 22:18:00,2021-12-03 22:18:59
101,106,97,2021-12-03 22:19:00,2021-12-03 22:19:59
93,98,90,2021-12-03 22:20:00,2021-12-03 22:20:59
95,100,93,2021-12-03 22:21:00,2021-12-03 22:21:59
93,98,91,2021-12-03 22:22:00,2021-12-03 22:22:59
90,93,88,2021-12-03 22:23:00,2021-12-03 22:23:59
93,100,89,2021-12-03 22:24:00,2021-12-03 22:24:59
93,98,88,2021-12-03 22:25:00,2021-12-03 22:25:59
91,93,88,2021-12-03 22:26:00,2021-12-03 22:26:59
85,88,83,2021-12-03 22:27:00,2021-12-03 22:27:59
89,94,85,2021-12-03 22:28:00,2021-12-03 22:28:59
90,93,88,2021-12-03 22:29:00,2021-12-03 22:29:59
89,92,87,2021-12-03 22:30:00,2021-12-03 22:30:59
86,90,84,2021-12-03 22:31:00,2021-12-03 22:31:59
87,92,85,2021-12-03 22:32:00,2021-12-03 22:32:59
95,101,89,2021-12-03 22:33:00,2021-12-03 22:33:59
88,91,86,2021-12-03 22:34:00,2021-12-03 22:34:59
85,87,83,2021-12-03 22:35:00,2021-12-03 22:35:59
89,98,84,2021-12-03 22:36:00,2021-12-03 22:36:59
95,98,92,2021-12-03 22:37:00,2021-12-03 22:37:59
88,92,85,2021-12-03 22:38:00,2021-12-03 22:38:59
87,90,83,2021-12-03 22:39:00,2021-12-03 22:39:59
79,91,72,2021-12-03 22:40:00,2021-12-03 22:40:59
89,94,85,2021-12-03 22:41:00,2021-12-03 22:41:59
99,104,95,2021-12-03 22:42:00,2021-12-03 22:42:59
96,102,91,2021-12-03 22:43:00,2021-12-03 22:43:59
87,93,84,2021-12-03 22:44:00,2021-12-03 22:44:59
94,100,89,2021-12-03 22:45:00,2021-12-03 22:45:59
106,119,96,2021-12-03 22:46:00,2021-12-03 22:46:59
109,112,107,2021-12-03 22:47:00,2021-12-03 22:47:59
105,107,102,2021-12-03 22:48:00,2021-12-03 22:48:59
112,118,106,2021-12-03 22:49:00,2021-12-03 22:49:59
115,119,113,2021-12-03 22:50:00,2021-12-03 22:50:59
94,100,91,2021-12-03 22:52:00,2021-12-03 22:52:59
93,96,90,2021-12-03 22:53:00,2021-12-03 22:53:59
89,91,88,2021-12-03 22:54:00,2021-12-03 22:54:59
87,91,85,2021-12-03 22:55:00,2021-12-03 22:55:59
86,90,83,2021-12-03 22:56:00,2021-12-03 22:56:59
84,87,81,2021-12-03 22:57:00,2021-12-03 22:57:59
85,87,82,2021-12-03 22:58:00,2021-12-03 22:58:59
84,86,82,2021-12-03 22:59:00,2021-12-03 22:59:59
85,88,81,2021-12-03 23:00:00,2021-12-03 23:00:59
83,87,80,2021-12-03 23:01:00,2021-12-03 23:01:59
87,91,85,2021-12-03 23:02:00,2021-12-03 23:02:59
85,88,83,2021-12-03 23:03:00,2021-12-03 23:03:59
82,86,80,2021-12-03 23:04:00,2021-12-03 23:04:59
86,88,84,2021-12-03 23:05:00,2021-12-03 23:05:59
86,88,83,2021-12-03 23:06:00,2021-12-03 23:06:59
86,89,84,2021-12-03 23:07:00,2021-12-03 23:07:59
88,91,86,2021-12-03 23:08:00,2021-12-03 23:08:59
85,89,83,2021-12-03 23:09:00,2021-12-03 23:09:59
86,88,83,2021-12-03 23:10:00,2021-12-03 23:10:59
82,87,78,2021-12-03 23:11:00,2021-12-03 23:11:59
78,80,76,2021-12-03 23:12:00,2021-12-03 23:12:59
78,81,75,2021-12-03 23:13:00,2021-12-03 23:13:59
80,88,77,2021-12-03 23:14:00,2021-12-03 23:14:59
89,93,88,2021-12-03 23:15:00,2021-12-03 23:15:59
90,93,87,2021-12-03 23:16:00,2021-12-03 23:16:59
98,108,89,2021-12-03 23:17:00,2021-12-03 23:17:59
97,108,88,2021-12-03 23:18:00,2021-12-03 23:18:59
85,91,82,2021-12-03 23:19:00,2021-12-03 23:19:59
88,91,86,2021-12-03 23:20:00,2021-12-03 23:20:59
86,90,84,2021-12-03 23:21:00,2021-12-03 23:21:59
92,94,91,2021-12-03 23:22:00,2021-12-03 23:22:59
89,94,86,2021-12-03 23:23:00,2021-12-03 23:23:59
93,100,89,2021-12-03 23:24:00,2021-12-03 23:24:59
90,94,87,2021-12-03 23:25:00,2021-12-03 23:25:59
90,92,88,2021-12-03 23:26:00,2021-12-03 23:26:59
89,92,87,2021-12-03 23:27:00,2021-12-03 23:27:59
86,89,84,2021-12-03 23:28:00,2021-12-03 23:28:59
88,94,86,2021-12-03 23:29:00,2021-12-03 23:29:59
92,96,88,2021-12-03 23:30:00,2021-12-03 23:30:59
92,98,88,2021-12-03 23:31:00,2021-12-03 23:31:59
94,103,87,2021-12-03 23:32:00,2021-12-03 23:32:59
89,91,87,2021-12-03 23:33:00,2021-12-03 23:33:59
106,117,85,2021-12-03 23:34:00,2021-12-03 23:34:59
96,106,89,2021-12-03 23:35:00,2021-12-03 23:35:59
92,97,89,2021-12-03 23:36:00,2021-12-03 23:36:59
100,105,97,2021-12-03 23:37:00,2021-12-03 23:37:59
90,97,85,2021-12-03 23:38:00,2021-12-03 23:38:59
89,95,86,2021-12-03 23:39:00,2021-12-03 23:39:59
94,101,87,2021-12-03 23:40:00,2021-12-03 23:40:59
88,93,82,2021-12-03 23:41:00,2021-12-03 23:41:59
83,87,79,2021-12-03 23:42:00,2021-12-03 23:42:59
84,84,84,2021-12-03 23:43:00,2021-12-03 23:43:59
86,89,84,2021-12-03 23:44:00,2021-12-03 23:44:59
93,111,84,2021-12-03 23:45:00,2021-12-03 23:45:59
98,108,92,2021-12-03 23:46:00,2021-12-03 23:46:59
94,99,89,2021-12-03 23:47:00,2021-12-03 23:47:59
93,95,87,2021-12-03 23:48:00,2021-12-03 23:48:59
83,87,79,2021-12-03 23:49:00,2021-12-03 23:49:59
89,102,78,2021-12-03 23:50:00,2021-12-03 23:50:59
97,100,94,2021-12-03 23:51:00,2021-12-03 23:51:59
95,101,87,2021-12-03 23:52:00,2021-12-03 23:52:59
81,87,78,2021-12-03 23:53:00,2021-12-03 23:53:59
86,88,84,2021-12-03 23:54:00,2021-12-03 23:54:59
86,89,84,2021-12-03 23:55:00,2021-12-03 23:55:59
87,90,86,2021-12-03 23:56:00,2021-12-03 23:56:59
90,95,88,2021-12-03 23:57:00,2021-12-03 23:57:59
90,97,86,2021-12-03 23:58:00,2021-12-03 23:58:59
106,125,93,2021-12-03 23:59:00,2021-12-03 23:59:59
